-59819	23507	28085	-55744	-33736
-61151	22326	32353	-57490	-23825
-35814	12113	36918	-47317	-12398
-36554	23842	26621	-38586	-18056
-63281	25872	19403	-48924	-34984
-47404	14724	38403	-57797	-21267
-45207	15189	32002	-53401	-14185
-39103	14669	21151	-33068	-18057
-54356	20627	19636	-40102	-30660
-34816	19277	22793	-33731	-24067
7140	38347	32076	4630	-5929
12039	48434	19636	24816	-18846
-19204	56634	22293	-135	-34554
1637	47137	10913	10263	-27275
-35886	45683	29105	-20060	-35047
17777	38382	23316	10962	-8323
15788	43342	15728	23490	-16186
-10490	50847	16558	-888	-32005
18691	34301	14585	25276	-12312
11637	37042	32355	8980	-8521
-37088	49238	40062	-23697	-33123
14448	48082	15675	20084	-22698
-19991	50788	24411	-2274	-35828
-42207	50749	52071	-44072	-25071
-43545	50019	39643	-38313	-35814
-34891	41824	47773	-45652	-20961
6613	49880	16349	23960	-23214
-35195	38357	51689	-46855	-24687
1865	48671	13083	17641	-24167
16301	38800	15275	17228	-5822
-43338	49794	38715	-44757	-35064
-3322	32829	40590	-18085	-10961
-42758	35255	55375	-48592	-26912
-34156	39192	55292	-40056	-20270
-9412	38099	45304	-24533	-16107
2617	43633	14781	19876	-19925
7980	41403	35696	-5383	-7082
-43478	45925	40190	-33666	-41327
-7948	32393	38942	-15987	-10963
9474	41028	33204	3209	-3868
5553	36444	10620	17286	-23794
-25608	54169	22709	-16240	-42648
5806	33534	37561	-7918	-6962
-11965	52526	25414	2120	-31969
-8541	32404	39485	-23354	-11750
8041	36948	31477	4985	-5074
-33721	52257	35255	-26763	-36079
-42026	47716	45679	-43792	-27397
-5060	50218	16405	8879	-23853
-8694	54363	23515	6032	-29349
3247	34844	35928	-2157	-4396
-7052	46912	18232	13380	-29211
-19033	51606	20169	-14182	-30208
-40587	36957	46365	-45872	-24462
7097	36174	37665	-8324	-6494
-42546	42606	46577	-48092	-25920
-13794	35188	48558	-35550	-13074
-26775	49194	28435	-15835	-34644
-7745	29344	39648	-21614	-11827
-38031	41311	52871	-44936	-22964
21967	38573	22069	15469	-9523
-2085	46540	17328	19080	-27810
-28963	41931	59482	-41244	-15546
19296	39038	26311	22635	-7848
7528	48945	15170	14053	-23737
-35751	51733	30991	-30026	-31136
-5946	32837	43404	-16016	-11186
-36711	48021	35485	-27399	-30308
-15789	34987	40612	-22314	-8309
-2003	33355	33686	-12699	-7004
-29236	37721	49773	-42591	-21475
-35251	51630	27464	-21641	-39143
-30812	51799	29489	-24033	-36153
20104	40248	21722	21915	-9113
-51561	46185	50640	-40593	-28242
8997	35442	41570	-8796	-8192
10921	46670	14184	23374	-17831
-2104	32798	43732	-19586	-11694
-18777	39582	40035	-35183	-11987
-8463	46258	22221	3896	-30016
-30892	53619	36775	-15843	-37553
-45934	40827	49245	-51637	-29228
-36345	54665	31551	-14683	-41876
-29694	39652	57416	-38707	-18618
-28896	52852	25686	-15105	-36347
14847	42443	17399	17873	-17927
-39642	51309	35841	-25645	-37518
-20564	38444	53621	-34997	-10402
-40602	45613	52649	-46696	-25721
-25649	47070	23509	-1955	-33731
12858	42785	16765	25051	-20369
-9693	33856	44382	-27086	-11190
-45307	48831	45074	-42746	-36565
-38032	48199	37276	-34343	-37552
-10293	36718	42841	-30718	-9485
10960	34302	27518	11237	-4173
4796	44549	14638	20603	-21454
-8951	39437	48151	-25329	-8540
-24870	33660	52341	-38966	-17182
-44606	48342	47545	-48391	-29012
-31268	35169	55635	-44362	-15726
-15201	35109	45942	-21740	-11480
15486	46739	21267	23314	-8462
-40243	39811	48022	-44091	-25760
13063	47018	17203	20764	-18982
-2600	37118	38090	-10635	-6732
-14823	34531	45658	-31761	-14245
1934	36109	37629	-4980	-10252
-33655	52883	30254	-14229	-41437
-25918	35312	46540	-43326	-20708
-1192	33109	40841	-12813	-13450
10713	42015	18169	25962	-12515
4014	51982	17561	20772	-24325
-30903	54933	31476	-19686	-30599
685	51801	24321	11462	-23309
-13503	34726	44874	-28915	-14323
-33652	50716	32507	-15716	-33779
-44507	48804	42374	-47196	-28430
-50333	45314	52103	-46466	-32123
-47981	49533	47493	-47572	-30892
-18202	36409	50887	-34722	-14278
-50884	50487	38752	-41986	-33924
-40948	43207	53616	-46426	-31865
-33043	56229	34049	-27718	-38414
-21909	40295	49106	-36192	-15012
5905	34827	33327	-1345	-10061
-19508	52937	22737	-919	-27788
16203	39261	14638	22507	-12061
-9109	34617	46981	-19966	-10456
-2004	34348	43646	-16900	-10633
-7319	43184	49581	-28976	-10646
15415	42414	20604	21827	-16971
-37988	43078	53219	-49645	-25731
6409	47251	14573	17634	-22717
-45994	47477	44115	-33858	-36662
15526	40689	20637	14429	-11416
8249	39259	31603	2476	-8832
-33725	37334	54272	-41469	-18948
9570	32891	36503	-118	-11016
-43430	53447	34542	-36633	-30384
-42074	53043	37239	-33255	-36115
-45535	52205	39004	-33936	-38917
-1245	41075	22390	15796	-25406
-30974	52903	24145	-11664	-37161
-14400	38459	41006	-18908	-15325
-45705	47974	48276	-41037	-29286
-39810	37537	48641	-46782	-29281
-41468	46532	40890	-31345	-36141
20967	36511	20277	20471	-14242
-46149	40737	50827	-50691	-26052
-34365	39824	50267	-38785	-22335
17907	40027	16022	20546	-17168
-146	34007	41134	-9263	-9899
-10978	37878	50852	-24279	-17553
-4804	45388	13660	9589	-26373
-5794	36351	39547	-11360	-8401
5117	33401	35906	-4196	-8792
6275	35551	33411	-7135	-11385
-129	53012	12769	15812	-28878
7048	40219	31802	8050	-8521
6231	39422	28490	7059	-7964
-48807	45771	46215	-45872	-28883
-18225	48242	19585	3340	-27580
-31712	38860	55446	-48542	-20983
20942	40357	19636	19721	-8521
-43291	38597	51269	-48862	-31463
11257	37192	25413	13285	-9193
-14042	37172	40836	-26436	-6198
7776	31840	34565	-4142	-11079
-35990	42098	46982	-45555	-24909
-25979	52185	29022	-11121	-33198
12247	40038	28733	10630	-5723
-50934	37425	51172	-52942	-25942
1274	33586	41669	-9721	-9890
-34753	41041	53686	-43652	-16942
-43748	42898	46724	-49714	-22807
-45545	47217	43139	-41759	-32893
6391	45584	12945	19992	-22696
-38672	54239	32439	-30770	-39705
1194	53503	16048	14612	-26410
-32754	42243	47344	-41023	-18537
-331	39288	18333	17045	-25711
-12275	49568	17034	10199	-28339
-23958	50321	28636	-9214	-33354
2975	46604	15283	19220	-18291
-43717	45917	52253	-51737	-29798
11035	42622	22001	17611	-7405
-52173	52835	47473	-49746	-28038
-8211	38720	46021	-26161	-13898
-584	31653	39045	-6328	-2830
-39124	43800	54465	-50650	-27049
18151	38674	18642	14563	-9604
5150	35601	34855	-8269	-4279
10180	34811	30554	1391	-6823
-30482	42974	49295	-35553	-18536
-46046	44270	48298	-49140	-30315
15857	39879	17014	25850	-9462
-36530	53301	34616	-24277	-37555
-7824	50332	15124	5347	-28313
1476	39314	37742	-9100	-10822
-39472	42893	53620	-54055	-22372
5975	48420	15859	20078	-21361
-22597	47657	25407	-9086	-35731
-44604	42863	53313	-44116	-30736
19075	40014	21193	11641	-7220
-37373	49581	35331	-27274	-39702
16938	44213	20099	21059	-11651
-36850	51620	27369	-19001	-40159
-29972	37084	52748	-43032	-15822
-26291	50201	29749	-11993	-38961
-26032	42103	48373	-38830	-14301
1025	35845	40946	-6997	-9109
-42694	50461	39629	-40834	-34164
-25729	36428	53007	-44425	-20668
-2205	44104	19865	17417	-22503
-10675	51869	18439	4988	-33332
-46827	48158	49683	-44777	-31209
-45731	48458	39656	-36816	-32882
-48736	51543	41092	-43141	-38792
1981	34803	38684	-6738	-9387
-37092	36853	51282	-41649	-20731
-41648	52344	35412	-31386	-35281
-40898	43036	53554	-48047	-26710
13573	40781	19022	20766	-14145
-28746	40967	49527	-40189	-16746
-42829	52196	37613	-30161	-36659
21864	35982	21577	19921	-6414
-13269	40111	44015	-24308	-10078
-16246	49574	19326	1451	-32999
-5409	50076	16961	10546	-23664
-15111	49619	16501	1560	-35619
-10949	54075	21879	4315	-28270
-31379	50159	27219	-5577	-39368
-15403	37716	43310	-18162	-8283
-46433	44783	52977	-47433	-29018
-23441	40284	48186	-38371	-13528
-29801	53974	33305	-23458	-38924
-39468	46430	49955	-52461	-25864
-35473	46917	33748	-26160	-41768
-40024	42783	53264	-42041	-17791
15340	34113	25508	10911	-11974
15419	32772	34618	6236	-9815
-32948	56874	33314	-22334	-37039
-40369	47622	39504	-31779	-32826
-46754	44388	40978	-35818	-39437
-5519	51796	20030	12653	-33020
-38117	51342	36536	-21963	-39017
12763	42644	17358	22826	-18719
-49052	48368	46850	-53115	-36897
22039	42239	21280	18407	-9447
10032	43206	15708	22147	-24360
13772	37633	22917	20602	-13908
-48817	50282	35720	-37360	-36003
-29439	42884	51093	-39243	-15190
-3231	45015	18992	19315	-26264
-45964	43407	43819	-42286	-33971
-23770	31237	53107	-38631	-20258
-47257	41969	49234	-46258	-31364
-39973	44359	53046	-51944	-33603
11085	41237	31318	-1306	-12427
10737	42178	21668	22834	-18231
-21265	39641	47569	-42318	-15467
-38931	45634	50449	-47701	-21662
-11448	49274	21530	5398	-31600
8819	48915	12434	17830	-15274
16884	31103	30670	12861	-10306
-47037	45975	45706	-48035	-36524
-19436	49912	28112	1788	-28555
-40056	53268	30190	-24484	-37390
-31234	38741	51363	-34431	-10645
16154	49452	19095	17756	-10040
-1795	48511	21215	13624	-26459
-40473	49943	41127	-37301	-36478
13398	37305	20132	19493	-13245
-6941	31336	44789	-20062	-6723
-28968	48700	29940	-9503	-37556
20915	40664	28338	19137	-10900
9322	38067	39701	-1967	-12611
-42837	46732	47820	-43261	-34219
-41068	48903	41478	-44028	-34545
-45050	45117	45781	-47673	-33327
-2912	31072	49347	-18595	-10606
4725	46038	14273	19856	-18586
21957	32608	20400	20654	-18035
17564	42285	21204	22300	-7495
-42337	47031	46949	-36525	-33743
-22628	36165	47371	-33872	-17216
3874	35829	37065	-2956	-7855
-8930	36285	45862	-22213	-8839
-39179	45392	53938	-47513	-25312
-23573	40121	47067	-33913	-12797
11971	40198	17173	21224	-20371
8726	35593	29786	8338	-7081
-45614	41278	44719	-45481	-39981
-840	37121	35268	-11009	-5519
-49158	43702	47145	-45472	-31544
4697	36293	37454	-10973	-5824
-40830	54289	45808	-40754	-35937
-42365	44467	57839	-48496	-26815
1739	47371	14813	14771	-29224
-34452	53442	31657	-27240	-36264
1534	40972	44722	-12067	-13919
-752	45576	19030	21200	-21020
-35938	49060	42643	-28706	-38300
15468	43377	18026	24168	-16347
-1101	28874	40312	-16559	-6112
7395	35263	33247	-3602	-3965
-26741	51177	27261	-19539	-38321
-40537	43867	49893	-49845	-21095
19229	41902	18397	21839	-14745
-13103	-38356	-14584	-15694	15088
42389	25166	26064	29076	9834
-2214	46984	37954	-2282	-18229
9271	25219	10977	23014	-7807
-27074	-28723	-40010	-8641	-4599
-22907	6893	35555	-39988	76
30090	-2576	2997	24308	13192
-29783	10551	5816	-20585	-11432
20247	47770	32024	10642	-1363
46123	29914	31837	26427	8416
-23359	40697	23677	-21801	-17404
-36139	-4018	19079	-49401	-1207
19689	47209	44186	10038	-6681
14029	-10919	-11431	21624	5988
20147	20042	-5285	38268	-9592
5135	21540	27235	-12504	2953
42383	13226	14501	25747	15303
-214	21776	32429	-5082	-587
-9972	21784	36391	-28422	923
9461	-48045	-42452	13875	17943
30082	16543	-16678	42318	-5298
-39853	-30618	-18991	-34218	-1794
-9670	43176	41253	-4280	-17796
-40715	-9737	15708	-43767	-4270
-10250	-35390	-13485	-19583	14537
-43087	-17646	7897	-44108	-7419
43054	12826	18256	25560	13487
36199	37781	33507	21306	2332
37854	20563	13293	28671	14591
37940	-713	491	30823	19296
41661	16186	16520	27318	15113
-5435	48954	36039	-2690	-13446
29720	-2701	-1729	32091	14926
-24793	-1095	439	-27210	-14270
36634	15432	14832	24676	12153
-44170	-16898	10213	-40435	-6029
25490	-31925	-38056	26949	12861
22671	-28235	-39016	34282	14351
-16773	-30735	-10637	-22994	15349
-10290	41291	39828	-13191	-13457
24601	24301	-6464	40586	-1610
35489	12147	-14015	49802	2225
-30424	8346	2712	-17157	-7364
28933	-20601	-40915	41370	6402
-50175	-26266	-11829	-38739	-7100
-27942	4469	12340	-27118	-13648
-22478	14008	38019	-38310	-347
-7761	-43988	-17658	-16926	15278
-23594	-9474	-3971	-19971	-5913
-12398	-28295	-7822	-18099	10804
-18055	12549	38902	-35415	-5367
16763	-11906	-17201	21710	6542
6310	21217	22372	-2700	-1285
-39542	-10762	18845	-45835	-1456
360	-47883	-35025	-1358	12130
-26997	-10643	-5064	-23664	-8827
-2797	-46191	-22627	-5768	17508
24372	19824	-115	28616	-12396
-16373	-22818	-7134	-21561	2605
12538	28096	15674	14178	-10824
12968	49043	47812	5420	-8829
15182	23094	15574	10885	-9198
-15772	48960	40390	-12329	-16772
6048	-15586	-22007	15264	4790
33729	-4508	-2088	19894	16734
1287	17199	36549	-20650	7251
6838	-15724	-20315	16751	3116
-3815	-42417	-35158	-6711	14846
-22339	-17058	-2825	-20428	6041
-14100	-26295	-8962	-17345	10128
-24465	4368	8913	-26116	-17012
30378	-6391	-32179	47267	4172
29719	21357	-11678	41429	-2497
-25546	-32056	-34403	-10346	-5885
2226	-45265	-32702	-7433	17600
-12644	14542	36549	-24965	1875
-19294	30384	26427	-27359	-16486
15645	-45288	-39645	12480	16460
25262	-6252	-14528	23639	10463
7347	23091	29242	-7285	1788
-2612	-41502	-36114	-3361	20620
18749	20999	6866	21511	-12470
-44859	-27575	-19807	-38667	-8306
-21970	-260	4789	-21277	-8999
-39864	-8756	13899	-50443	-8522
32706	4672	-939	23541	14468
8982	-12443	-28003	16533	2551
-21901	-13770	-4182	-18892	-5203
11243	23042	24147	-97	-4733
40686	19305	23007	28053	9677
-15122	-19883	-7017	-22450	4932
29595	-6126	-5608	24008	7294
40137	15208	13515	24738	12177
24010	27300	-4833	42784	-5602
26753	-21556	-42336	42384	16209
-45202	-15407	912	-40832	-3825
16897	-5582	-10856	23561	12969
-17479	-24653	-39633	3768	-6972
31118	-28509	-37836	36360	16586
-26215	16578	15714	-23194	-18211
-43970	-16904	2053	-47013	-7424
18524	17800	-1727	32602	-8506
9437	20529	26241	-217	-3184
4673	28927	17743	4908	-4926
28493	-34434	-37806	32196	19273
-2670	-45177	-13722	-8954	11556
-19877	-26649	-10817	-25882	3762
5192	42952	44309	-11745	-18590
-20802	-12632	4071	-20939	-4266
-17421	-14838	2936	-21717	386
-19261	5964	30273	-32356	-1873
19547	35738	9995	21448	-11506
-23500	-13889	-1716	-21450	-2718
36749	30826	25622	24674	3678
-1587	-44981	-31022	565	17308
-16513	-26107	-11628	-21914	1955
-19854	-17775	-1517	-24523	-3079
31911	-3129	4516	25559	17841
32435	16314	-14555	43869	-4736
-11782	45363	34909	-7036	-16161
20949	21791	-4634	31826	-6392
490	24277	34827	-13821	3068
38590	27133	23287	23547	6882
-22909	-14018	3606	-18632	375
17750	28415	9281	23958	-7101
14805	-8768	-17849	23715	11329
-9577	-37003	-12212	-21781	14850
39103	33138	32179	20632	6346
17509	-10153	-14303	18167	8689
-31326	3673	2518	-25087	-12714
528	-50900	-32872	3187	23462
32800	-3937	-1648	26706	14873
6899	22456	28308	-11454	-1472
29917	-9359	-31166	47947	3241
-22408	4345	24607	-47329	-3092
27939	10078	-21633	43983	-3306
-654	-47634	-34517	6051	10413
-5699	-41650	-23254	-11546	16442
-29858	-32071	-37423	-11725	-6060
-35717	-13307	21558	-51458	141
31507	34547	28359	23021	142
18324	28707	3156	25135	-8890
-13714	-21808	-4496	-17496	3289
12114	-13321	-20020	17704	9032
-16037	-33177	-45123	-726	-5266
33787	-12375	-26421	44304	5266
7457	-46110	-33645	4146	18686
10913	26228	22193	7084	-5942
11596	-45869	-36159	11427	17407
-41361	-33469	-29685	-23624	-5112
-27268	-7520	2018	-24236	-2713
41501	12279	15583	33120	16479
43772	30572	31730	22453	4186
40631	11507	7776	24563	15460
10024	21897	27710	2694	2038
33339	39618	35970	20646	-2698
-46938	-21452	2925	-43607	-6128
-2457	-44872	-27513	-852	19053
35374	5956	-21364	50111	835
-34096	-30746	-26730	-15284	-6816
42693	21413	25111	27349	4837
6941	-12632	-24884	16123	3120
-38901	-36309	-31140	-26225	-8610
-5473	-20297	-32187	15432	-5622
32058	7200	-16071	47243	-1230
30136	15149	-23847	43460	906
2731	-46174	-31661	76	19383
28152	-5573	-4350	23669	18348
39220	5815	-1877	22750	15614
29332	-12149	-40787	42451	6895
40516	844	7218	28002	16713
-21769	-9105	-2950	-23821	-6885
-46731	-20359	-384	-43484	-684
-30710	6477	9343	-24680	-16532
-30085	-39781	-29908	-22332	-6185
-9064	-21034	-35262	12095	-2306
19451	24883	9468	28244	-9224
7752	18062	22478	-4774	-1341
25548	27292	-2674	37713	-3960
-32014	-30451	-33549	-16376	-4669
-1377	-37434	-26331	-5271	12714
-3837	17868	32644	-18695	1100
-10735	-38429	-15841	-23264	9724
-34070	-32898	-29963	-22287	-7534
45024	35227	23163	20090	7891
20950	-10634	-14732	19211	13451
-26979	5024	4667	-22594	-12251
-18388	11115	34626	-42154	-878
-21984	-26878	-43366	-1544	-4938
44606	7503	8166	34059	11621
-33854	4307	4377	-22839	-12706
-12311	-33850	-9914	-19306	15239
24194	-9684	-12602	18961	10383
6964	22001	26771	-968	-1062
-25133	-2416	-3761	-22410	-5131
45917	5105	7449	29132	14260
-1917	-42234	-31411	-11716	12406
-1941	8102	33067	-13295	169
1108	-23666	-34357	13393	1503
33000	-2381	410	24017	15109
6764	49968	50690	6323	-9164
12141	28782	6236	25099	-6781
23114	25172	-2903	33862	-4652
14060	-36910	-43276	22924	15864
-6462	16689	38024	-21012	389
-20843	38511	39182	-23878	-21348
-45186	-26430	-26008	-26215	-5772
7480	-8858	-30376	12317	3045
28447	14588	-13662	42241	-6030
28416	2509	-24672	46714	4253
-31008	16090	12280	-26867	-18917
25535	25572	-2395	34548	-3479
7426	-15578	-27019	17165	-3631
-26679	8988	7504	-22168	-15706
13003	31129	16652	10295	-9206
-10702	37977	36848	-12354	-18530
-24875	-17153	-2747	-18115	4233
6993	11554	30082	-7681	-709
2773	23262	31388	-10921	1455
-3313	-38014	-19082	-11657	16630
-32895	-39239	-32036	-24991	-5184
3062	-41738	-32001	6450	15278
14220	48453	39947	6679	-11748
-9148	-31674	-13845	-16995	16164
-32095	21126	19532	-22683	-22024
-40986	-23815	-12538	-39763	-3988
8023	22340	27708	-6987	1086
-3224	-44285	-23751	-10151	15125
13404	30660	12136	19581	-10197
23236	-28280	-38982	33088	16247
-5691	14158	34734	-27888	1977
41025	7754	4667	23253	14184
-9028	43367	36368	-10239	-15435
8539	49518	43195	-3903	-14181
-30414	8317	12593	-25388	-13637
12054	-16968	-18126	20993	6063
40637	6427	10586	25443	13495
17232	30373	7957	18952	-7784
33297	36718	35889	22578	-1232
18170	28652	2780	33536	-6590
11749	21757	21873	6078	-4456
47051	14017	12902	23747	12775
-23943	-2846	4641	-25079	-11966
1053	16967	37376	-22359	-244
14761	-37635	-40251	24417	19199
-26014	27802	23575	-23364	-22330
45440	17898	17211	25565	10495
-25917	18914	7155	-21382	-14888
22246	47750	40001	2836	-7969
-25622	-5722	-709	-28863	-7162
-22398	22919	22507	-22608	-21848
29069	-24204	-36701	43212	7730
3354	-16787	-25337	19355	3164
12898	-13055	-15915	25961	7673
-37467	-4292	23030	-52906	-8732
16069	-8630	-9249	17391	13121
30630	2849	-28449	51283	6981
915	-17289	-33434	12966	-6754
13923	29059	22639	11534	-9905
34024	-16456	-30065	39442	15061
3315	23253	31242	-14446	4966
-37212	-4088	24463	-48450	-5858
34207	35655	40532	26335	4489
42869	15219	19830	27424	10249
-28333	4858	2069	-24348	-8102
-3113	-49670	-36367	1926	14027
10825	-8338	-20746	23016	8413
30550	44306	31864	16790	5839
8916	29083	19871	6553	-5910
32661	-14019	-33470	41577	13375
902	-42079	-25532	-902	17060
-14649	-29030	-8224	-19139	2427
33109	-9379	163	24585	12632
-9935	11390	38893	-32687	1086
-16667	-21204	-3156	-16346	-1214
-20900	-28778	-42086	2429	-2592
-27783	3209	27657	-46086	-2026
25134	-9149	-9885	20042	13637
5530	52033	40076	-7460	-12994
-13032	-17983	-7886	-21898	6757
-24490	-29466	-34631	-2795	-4781
-41968	-15762	12348	-47238	-8251
35777	9173	3151	29268	10784
35309	38209	22509	24618	6356
27978	18116	-12128	44697	-7547
14080	25890	4177	29766	-9799
-27651	-14564	1416	-19979	-2561
-20826	-12395	5329	-23634	-2121
-23142	-8273	4272	-24725	-8779
6735	-45461	-31542	7461	19397
-39682	-19512	3230	-49513	-7421
41940	9640	5292	29832	15955
7721	-12574	-16557	18031	2931
-15041	-31680	-38628	864	-4622
10910	19184	16272	-982	-7501
41736	33126	23163	20577	4045
-20982	-25474	-40895	1146	-6576
6624	48492	44665	1691	-19294
2141	-19150	-28697	17526	-3906
17952	29183	13913	18060	-9066
9733	27979	20119	9560	-7982
32261	-5684	-10073	21293	9549
-3037	14677	30787	-17488	-1535
-18771	-30577	-36815	-4259	-4488
39547	2704	3136	24580	14724
-31618	-39271	-37298	-14606	-5238
20433	-43698	-42804	19976	15612
-20778	-18705	1141	-24552	-74
36803	37533	27696	21476	2638
-18756	-11925	-2929	-18002	328
30687	5903	-17415	48720	-3571
-27319	1725	29915	-46409	-453
23045	35648	2370	29600	-5764
-21484	6028	41595	-37732	209
-30641	15839	7277	-19099	-15996
-1375	-42555	-20959	-5616	14285
8611	24810	29019	-5112	-1508
37270	-10452	-27859	49899	8337
5333	-40097	-25760	-1045	20052
-29597	17718	14795	-25987	-20476
-34919	-1390	33114	-50852	6229
4488	-46398	-29009	1735	20773
31943	43395	31330	23317	1453
-14164	-25724	-16618	-22614	9058
21234	22940	1839	26011	-3280
20327	-11390	-13888	20655	14424
43020	20022	15413	27938	14779
2165	16630	28035	-14108	-4444
-30514	-31060	-38658	-12444	-9348
28565	-28257	-40762	39736	7599
21493	-32822	-44376	34758	18697
7762	26578	17449	8387	-4668
-5516	-41660	-25793	-10755	19045
36494	36095	27647	23450	6720
30501	-12068	-34788	50372	11880
-23218	-24129	-6231	-18235	6339
-34564	-5157	19586	-48092	-9258
15377	26379	6455	24476	-12941
40413	12038	14336	26522	13057
44020	6856	11912	29319	11835
4654	-39767	-34496	10222	19296
18339	-11158	-22028	17524	8105
-3980	-47052	-32791	-6746	16546
36431	18054	15837	30007	15121
34725	-18188	-33723	46250	10841
-8963	-39274	-14865	-22212	11310
10476	27471	20339	5189	-5995
-30608	1423	26816	-47089	4797
4124	45915	44057	48	-14698
-18220	11531	36867	-35302	-1010
25608	-4863	-5717	25835	12238
8300	-8361	-16491	19349	6950
20576	22495	3462	33942	-12880
-488	-18856	-25652	13267	1071
-985	18515	31267	-10280	2436
34152	2770	-19700	51466	1710
22511	26787	-7639	42019	-5525
12627	-10703	-16755	22386	4597
23011	-37602	-42491	32201	14951
7576	25620	21592	-59	4821
34489	8285	11775	32303	13252
39292	5132	-2414	24822	13001
-37162	-29523	-31604	-19659	-5579
-9176	-24261	-37606	9362	-3726
-48033	-20081	-90	-47166	-10268
14176	-6446	-21069	24489	8342
25793	-27759	-39844	37107	7668
-18286	-31659	-42334	2028	-3845
-33562	18676	20449	-25692	-16103
1791	21613	31483	-9816	1644
-27056	4958	-2469	-16803	-14504
-14929	36003	31725	-19531	-23705
-9765	-23070	-38812	9594	-1432
19717	22050	2585	32121	-6564
-10948	-32796	-15884	-14408	14598
-22320	-12518	-4252	-19132	-1661
43513	16169	13235	28779	8720
5745	23184	24775	2976	-896
10261	-15969	-22558	15466	6930
18300	25374	1012	26806	-7690
37488	508	3980	20288	14324
29203	-33610	-34446	35049	16980
-26973	3652	34397	-49411	-1659
15043	-38746	-37319	23441	15323
32298	-7404	-5078	24825	13155
7156	-42408	-39698	7339	14935
-21351	33528	27502	-17004	-17017
-30751	2656	27596	-42460	3631
15556	21165	10033	18875	-4899
13718	-20656	-22029	21290	5292
-41107	-37797	-29795	-22356	-7674
5619	-21551	-32494	11372	-478
-20373	12822	37750	-34688	-85
14352	32658	8003	27046	-5798
19501	-30126	-38630	24908	17191
41597	29616	21306	30486	11210
-41003	-34040	-31239	-20653	-6632
-19179	-34585	-33857	-3264	-4116
193	20614	37699	-26476	-3387
11562	-16907	-26994	17988	8044
2338	-47178	-37889	9660	14266
-19680	40941	26253	-26756	-15237
30638	-8763	-29697	44537	5377
34260	42756	35285	20926	-1014
-18974	-23320	-6145	-15638	-514
29600	23449	-11967	42607	-6820
